Transaction_Date,Sale_Amount,Store_Location,State,Territory_Manager
2022-08-14,44.5,Morristown,New Jersey,Miami Vue
2022-08-14,24.33,Hackensack,New Jersey,Miami Vue
2022-08-14,4.32,Hackensack,New Jersey,Miami Vue
2022-08-14,20.36,Clifton,New Jersey,Miami Vue
2022-08-14,183.48,Bayonne,New Jersey,Miami Vue
2022-08-14,10.16,Atlantic City,New Jersey,Miami Vue
2022-08-14,12.4,Lewiston,Maine,Erbayne Middleton
2022-08-14,10.1,Lewiston,Maine,Erbayne Middleton
2022-08-14,752.82,Kennebunkport,Maine,Erbayne Middleton
2022-08-14,12.7,Bangor,Maine,Erbayne Middleton
2022-08-14,1317.7,Hoboken,New Jersey,Miami Vue
2022-08-15,13.13,East Orange,New Jersey,Miami Vue
2022-08-15,204.58,Hackensack,New Jersey,Miami Vue
2022-08-15,26.52,Hoboken,New Jersey,Miami Vue
2022-08-15,10.16,Jersey City,New Jersey,Miami Vue
2022-08-15,9.09,Passaic,New Jersey,Miami Vue
2022-08-15,253.4,New Brunswick,New Jersey,Miami Vue
2022-08-15,233.92,New Brunswick,New Jersey,Miami Vue
2022-08-15,116.2,Newark,New Jersey,Miami Vue
2022-08-15,13.13,East Orange,New Jersey,Miami Vue
2022-08-15,24.2,Jersey City,New Jersey,Miami Vue
2022-08-15,171.9,Clifton,New Jersey,Miami Vue
2022-08-15,61.14,Newark,New Jersey,Miami Vue
2022-08-15,132.3,Bayonne,New Jersey,Miami Vue
2022-08-15,20.36,Bar Harbor,Maine,Erbayne Middleton
2022-08-15,193.25,Cape May,New Jersey,Miami Vue
2022-08-15,28.69,Kennebunkport,Maine,Erbayne Middleton
2022-08-15,51.96,Lewiston,Maine,Erbayne Middleton
2022-08-15,230.7,Bangor,Maine,Erbayne Middleton
2022-08-15,39.72,Orono,Maine,Erbayne Middleton
2022-08-15,39.72,Orono,Maine,Erbayne Middleton
2022-08-15,27.52,South Portland,Maine,Erbayne Middleton
2022-08-15,24.33,South Portland,Maine,Erbayne Middleton
2022-08-15,51.96,Lewiston,Maine,Erbayne Middleton
2022-08-16,19.48,Jersey City,New Jersey,Miami Vue
2022-08-16,2.88,Vineland,New Jersey,Miami Vue
2022-08-16,63.7,Paterson,New Jersey,Miami Vue
2022-08-16,346.68,Passaic,New Jersey,Miami Vue
2022-08-16,26.52,Newark,New Jersey,Miami Vue
2022-08-16,74.28,New Brunswick,New Jersey,Miami Vue
2022-08-16,6.0,New Brunswick,New Jersey,Miami Vue
2022-08-16,63.7,Montclair,New Jersey,Miami Vue
2022-08-16,23.44,Montclair,New Jersey,Miami Vue
2022-08-16,10.1,Montclair,New Jersey,Miami Vue
2022-08-16,26.52,Jersey City,New Jersey,Miami Vue
2022-08-16,68.88,Hoboken,New Jersey,Miami Vue
2022-08-16,698.8,Kennebunkport,Maine,Erbayne Middleton
2022-08-16,112.0,Cape May,New Jersey,Miami Vue
2022-08-16,61.14,Bayonne,New Jersey,Miami Vue
2022-08-16,13.13,Atlantic City,New Jersey,Miami Vue
2022-08-16,57.7,South Portland,Maine,Erbayne Middleton
2022-08-16,27.52,South Portland,Maine,Erbayne Middleton
2022-08-16,102.09,Orono,Maine,Erbayne Middleton
2022-08-16,30.62,Orono,Maine,Erbayne Middleton
2022-08-16,39.75,Bar Harbor,Maine,Erbayne Middleton
2022-08-16,59.58,Bar Harbor,Maine,Erbayne Middleton
2022-08-16,737.52,Bangor,Maine,Erbayne Middleton
2022-08-16,8.36,East Orange,New Jersey,Miami Vue
2022-08-17,20.36,Montclair,New Jersey,Miami Vue
2022-08-17,11.0,Jersey City,New Jersey,Miami Vue
2022-08-17,1301.88,Jersey City,New Jersey,Miami Vue
2022-08-17,145.97,Morristown,New Jersey,Miami Vue
2022-08-17,12.3,Jersey City,New Jersey,Miami Vue
2022-08-17,50.96,Newark,New Jersey,Miami Vue
2022-08-17,233.92,Vineland,New Jersey,Miami Vue
2022-08-17,20.36,Newark,New Jersey,Miami Vue
2022-08-17,9.09,Paterson,New Jersey,Miami Vue
2022-08-17,6.0,Vineland,New Jersey,Miami Vue
2022-08-17,17.7,Trenton,New Jersey,Miami Vue
2022-08-17,6.02,Newark,New Jersey,Miami Vue
2022-08-17,24.28,Hoboken,New Jersey,Miami Vue
2022-08-17,113.82,Trenton,New Jersey,Miami Vue
2022-08-17,652.9,Hackensack,New Jersey,Miami Vue
2022-08-17,120.82,Hoboken,New Jersey,Miami Vue
2022-08-17,39.72,Bangor,Maine,Erbayne Middleton
2022-08-17,39.72,Bangor,Maine,Erbayne Middleton
2022-08-17,24.0,Kennebunkport,Maine,Erbayne Middleton
2022-08-17,798.8,Lewiston,Maine,Erbayne Middleton
2022-08-17,393.21,Bangor,Maine,Erbayne Middleton
2022-08-17,263.88,Atlantic City,New Jersey,Miami Vue
2022-08-17,206.16,Atlantic City,New Jersey,Miami Vue
2022-08-17,2.4,Cape May,New Jersey,Miami Vue
2022-08-17,14.32,Clifton,New Jersey,Miami Vue
2022-08-17,88.42,East Orange,New Jersey,Miami Vue
2022-08-17,14.0,South Portland,Maine,Erbayne Middleton
2022-08-18,237.28,Morristown,New Jersey,Miami Vue
2022-08-18,205.8,Newark,New Jersey,Miami Vue
2022-08-18,4.24,Passaic,New Jersey,Miami Vue
2022-08-18,19.48,Passaic,New Jersey,Miami Vue
2022-08-18,12.4,Trenton,New Jersey,Miami Vue
2022-08-18,4.24,Trenton,New Jersey,Miami Vue
2022-08-18,30.62,Vineland,New Jersey,Miami Vue
2022-08-18,131.07,Vineland,New Jersey,Miami Vue
2022-08-18,6.02,Montclair,New Jersey,Miami Vue
2022-08-18,101.96,Paterson,New Jersey,Miami Vue
2022-08-18,23.44,Jersey City,New Jersey,Miami Vue
2022-08-18,109.22,Vineland,New Jersey,Miami Vue
2022-08-18,52.9,Hackensack,New Jersey,Miami Vue
2022-08-18,241.4,Hackensack,New Jersey,Miami Vue
2022-08-18,683.36,Kennebunkport,Maine,Erbayne Middleton
2022-08-18,182.25,Kennebunkport,Maine,Erbayne Middleton
2022-08-18,68.88,Lewiston,Maine,Erbayne Middleton
2022-08-18,715.0,Bangor,Maine,Erbayne Middleton
2022-08-18,214.32,Bayonne,New Jersey,Miami Vue
2022-08-18,66.0,Cape May,New Jersey,Miami Vue
2022-08-18,6.02,Cape May,New Jersey,Miami Vue
2022-08-18,9.95,Clifton,New Jersey,Miami Vue
2022-08-18,281.43,Atlantic City,New Jersey,Miami Vue
2022-08-19,12.12,Trenton,New Jersey,Miami Vue
2022-08-19,50.96,Paterson,New Jersey,Miami Vue
2022-08-19,20.36,Paterson,New Jersey,Miami Vue
2022-08-19,216.9,Newark,New Jersey,Miami Vue
2022-08-19,20.36,New Brunswick,New Jersey,Miami Vue
2022-08-19,32.64,Jersey City,New Jersey,Miami Vue
2022-08-19,379.4,Hoboken,New Jersey,Miami Vue
2022-08-19,145.97,Hackensack,New Jersey,Miami Vue
2022-08-19,39.72,East Orange,New Jersey,Miami Vue
2022-08-19,115.28,East Orange,New Jersey,Miami Vue
2022-08-19,20.36,Clifton,New Jersey,Miami Vue
2022-08-19,27.61,South Portland,Maine,Erbayne Middleton
2022-08-19,230.7,South Portland,Maine,Erbayne Middleton
2022-08-19,10.1,South Portland,Maine,Erbayne Middleton
2022-08-19,13.0,Orono,Maine,Erbayne Middleton
2022-08-19,33.13,Orono,Maine,Erbayne Middleton
2022-08-19,17.7,Bar Harbor,Maine,Erbayne Middleton
2022-08-19,57.7,Bar Harbor,Maine,Erbayne Middleton
2022-08-19,39.72,East Orange,New Jersey,Miami Vue
2022-08-20,24.0,Hoboken,New Jersey,Miami Vue
2022-08-20,28.69,Montclair,New Jersey,Miami Vue
2022-08-20,217.34,Montclair,New Jersey,Miami Vue
2022-08-20,88.42,Newark,New Jersey,Miami Vue
2022-08-20,40.55,Newark,New Jersey,Miami Vue
2022-08-20,1717.7,Passaic,New Jersey,Miami Vue
2022-08-20,8.45,Trenton,New Jersey,Miami Vue
2022-08-20,7.85,Passaic,New Jersey,Miami Vue
2022-08-20,1061.14,Trenton,New Jersey,Miami Vue
2022-08-20,23.44,Trenton,New Jersey,Miami Vue
2022-08-20,39.75,Vineland,New Jersey,Miami Vue
2022-08-20,14.32,Hoboken,New Jersey,Miami Vue
2022-08-20,961.14,Passaic,New Jersey,Miami Vue
2022-08-20,7.85,Hoboken,New Jersey,Miami Vue
2022-08-20,1717.7,Orono,Maine,Erbayne Middleton
2022-08-20,101.96,East Orange,New Jersey,Miami Vue
2022-08-20,74.28,Bar Harbor,Maine,Erbayne Middleton
2022-08-20,6.0,Kennebunkport,Maine,Erbayne Middleton
2022-08-20,7.85,Hackensack,New Jersey,Miami Vue
2022-08-20,20.36,Orono,Maine,Erbayne Middleton
2022-08-20,74.28,Atlantic City,New Jersey,Miami Vue
2022-08-20,19.36,Bangor,Maine,Erbayne Middleton
2022-08-20,17.7,Cape May,New Jersey,Miami Vue
2022-08-20,19.36,Cape May,New Jersey,Miami Vue
2022-08-20,40.55,Cape May,New Jersey,Miami Vue
2022-08-20,33.1,Clifton,New Jersey,Miami Vue
2022-08-20,111.6,Clifton,New Jersey,Miami Vue
2022-08-20,228.3,Bayonne,New Jersey,Miami Vue
2022-08-21,17.7,Newark,New Jersey,Miami Vue
2022-08-21,12.12,Newark,New Jersey,Miami Vue
2022-08-21,28.92,Passaic,New Jersey,Miami Vue
2022-08-21,19.36,Passaic,New Jersey,Miami Vue
2022-08-21,24.0,Paterson,New Jersey,Miami Vue
2022-08-21,5.24,Trenton,New Jersey,Miami Vue
2022-08-21,228.3,Paterson,New Jersey,Miami Vue
2022-08-21,28.0,Trenton,New Jersey,Miami Vue
2022-08-21,74.5,Vineland,New Jersey,Miami Vue
2022-08-21,4.32,New Brunswick,New Jersey,Miami Vue
2022-08-21,4.32,Paterson,New Jersey,Miami Vue
2022-08-21,88.42,Hoboken,New Jersey,Miami Vue
2022-08-21,191.95,Clifton,New Jersey,Miami Vue
2022-08-21,34.14,East Orange,New Jersey,Miami Vue
2022-08-21,155.6,Bangor,Maine,Erbayne Middleton
2022-08-21,26.4,East Orange,New Jersey,Miami Vue
2022-08-21,12.15,Kennebunkport,Maine,Erbayne Middleton
2022-08-21,10.16,Kennebunkport,Maine,Erbayne Middleton
2022-08-21,17.7,Lewiston,Maine,Erbayne Middleton
2022-08-21,171.9,Bar Harbor,Maine,Erbayne Middleton
2022-08-21,24.28,South Portland,Maine,Erbayne Middleton
2022-08-21,253.16,Atlantic City,New Jersey,Miami Vue
2022-08-21,10.1,Atlantic City,New Jersey,Miami Vue
2022-08-21,77.81,Bayonne,New Jersey,Miami Vue
2022-08-21,652.9,Orono,Maine,Erbayne Middleton
2022-08-22,6.0,Hoboken,New Jersey,Miami Vue
2022-08-22,223.8,Trenton,New Jersey,Miami Vue
2022-08-22,57.7,Trenton,New Jersey,Miami Vue
2022-08-22,59.58,Paterson,New Jersey,Miami Vue
2022-08-22,30.16,Newark,New Jersey,Miami Vue
2022-08-22,7.85,New Brunswick,New Jersey,Miami Vue
2022-08-22,195.09,Montclair,New Jersey,Miami Vue
2022-08-22,74.28,Montclair,New Jersey,Miami Vue
2022-08-22,9.95,Jersey City,New Jersey,Miami Vue
2022-08-22,7.85,East Orange,New Jersey,Miami Vue
2022-08-22,27.52,South Portland,Maine,Erbayne Middleton
2022-08-22,2.88,Atlantic City,New Jersey,Miami Vue
2022-08-22,24.2,Bar Harbor,Maine,Erbayne Middleton
2022-08-22,14.6,Kennebunkport,Maine,Erbayne Middleton
2022-08-22,24.2,Kennebunkport,Maine,Erbayne Middleton
2022-08-22,144.0,Lewiston,Maine,Erbayne Middleton
2022-08-22,237.28,Cape May,New Jersey,Miami Vue
2022-08-22,110.25,South Portland,Maine,Erbayne Middleton
2022-08-22,152.4,Atlantic City,New Jersey,Miami Vue
2022-08-22,25.0,Orono,Maine,Erbayne Middleton
2022-08-23,28.0,Vineland,New Jersey,Miami Vue
2022-08-23,132.3,Jersey City,New Jersey,Miami Vue
2022-08-23,55.0,Trenton,New Jersey,Miami Vue
2022-08-23,1257.12,Paterson,New Jersey,Miami Vue
2022-08-23,4.32,Newark,New Jersey,Miami Vue
2022-08-23,244.9,Newark,New Jersey,Miami Vue
2022-08-23,24.28,New Brunswick,New Jersey,Miami Vue
2022-08-23,24.28,New Brunswick,New Jersey,Miami Vue
2022-08-23,7.85,Morristown,New Jersey,Miami Vue
2022-08-23,9.09,Morristown,New Jersey,Miami Vue
2022-08-23,10.1,Trenton,New Jersey,Miami Vue
2022-08-23,26.52,Jersey City,New Jersey,Miami Vue
2022-08-23,12.12,Hoboken,New Jersey,Miami Vue
2022-08-23,26.52,Hoboken,New Jersey,Miami Vue
2022-08-23,24.28,Bangor,Maine,Erbayne Middleton
2022-08-23,57.12,Lewiston,Maine,Erbayne Middleton
2022-08-23,145.97,Orono,Maine,Erbayne Middleton
2022-08-23,26.52,Bangor,Maine,Erbayne Middleton
2022-08-23,26.52,South Portland,Maine,Erbayne Middleton
2022-08-23,74.28,Atlantic City,New Jersey,Miami Vue
2022-08-23,24.28,Bayonne,New Jersey,Miami Vue
2022-08-23,39.75,Clifton,New Jersey,Miami Vue
2022-08-23,155.0,Orono,Maine,Erbayne Middleton
2022-08-24,116.2,Hoboken,New Jersey,Miami Vue
2022-08-24,379.4,Vineland,New Jersey,Miami Vue
2022-08-24,1317.7,Trenton,New Jersey,Miami Vue
2022-08-24,116.2,Paterson,New Jersey,Miami Vue
2022-08-24,12.4,Newark,New Jersey,Miami Vue
2022-08-24,5.24,Newark,New Jersey,Miami Vue
2022-08-24,903.9,Newark,New Jersey,Miami Vue
2022-08-24,52.9,Montclair,New Jersey,Miami Vue
2022-08-24,29.81,Hoboken,New Jersey,Miami Vue
2022-08-24,108.33,Trenton,New Jersey,Miami Vue
2022-08-24,112.0,East Orange,New Jersey,Miami Vue
2022-08-24,10.1,Cape May,New Jersey,Miami Vue
2022-08-24,233.92,Atlantic City,New Jersey,Miami Vue
2022-08-24,253.4,Orono,Maine,Erbayne Middleton
2022-08-24,12.32,Lewiston,Maine,Erbayne Middleton
2022-08-24,152.4,Kennebunkport,Maine,Erbayne Middleton
2022-08-24,25.0,Bar Harbor,Maine,Erbayne Middleton
2022-08-24,9.95,Bangor,Maine,Erbayne Middleton
2022-08-24,233.92,Hackensack,New Jersey,Miami Vue
2022-08-25,65.5,Morristown,New Jersey,Miami Vue
2022-08-25,336.48,Newark,New Jersey,Miami Vue
2022-08-25,57.12,Newark,New Jersey,Miami Vue
2022-08-25,24.2,Newark,New Jersey,Miami Vue
2022-08-25,134.8,Newark,New Jersey,Miami Vue
2022-08-25,265.07,Trenton,New Jersey,Miami Vue
2022-08-25,12.4,Passaic,New Jersey,Miami Vue
2022-08-25,111.6,Paterson,New Jersey,Miami Vue
2022-08-25,40.55,Montclair,New Jersey,Miami Vue
2022-08-25,1250.96,Trenton,New Jersey,Miami Vue
2022-08-25,17.7,Newark,New Jersey,Miami Vue
2022-08-25,116.2,Montclair,New Jersey,Miami Vue
2022-08-25,7.0,Passaic,New Jersey,Miami Vue
2022-08-25,9.45,East Orange,New Jersey,Miami Vue
2022-08-25,17.7,Bangor,Maine,Erbayne Middleton
2022-08-25,57.7,Bar Harbor,Maine,Erbayne Middleton
2022-08-25,59.58,Hackensack,New Jersey,Miami Vue
2022-08-25,12.7,Lewiston,Maine,Erbayne Middleton
2022-08-25,20.36,Orono,Maine,Erbayne Middleton
2022-08-25,241.4,Kennebunkport,Maine,Erbayne Middleton
2022-08-25,201.8,Orono,Maine,Erbayne Middleton
2022-08-25,233.92,Atlantic City,New Jersey,Miami Vue
2022-08-25,61.14,Clifton,New Jersey,Miami Vue
2022-08-25,57.7,Clifton,New Jersey,Miami Vue
2022-08-25,20.36,East Orange,New Jersey,Miami Vue
2022-08-25,152.4,Orono,Maine,Erbayne Middleton
2022-08-26,6.0,Trenton,New Jersey,Miami Vue
2022-08-26,17.7,Trenton,New Jersey,Miami Vue
2022-08-26,6.02,Trenton,New Jersey,Miami Vue
2022-08-26,67.85,Paterson,New Jersey,Miami Vue
2022-08-26,4.32,Newark,New Jersey,Miami Vue
2022-08-26,217.34,New Brunswick,New Jersey,Miami Vue
2022-08-26,40.55,Montclair,New Jersey,Miami Vue
2022-08-26,652.9,Montclair,New Jersey,Miami Vue
2022-08-26,12.12,Jersey City,New Jersey,Miami Vue
2022-08-26,217.34,Hackensack,New Jersey,Miami Vue
2022-08-26,244.9,Hackensack,New Jersey,Miami Vue
2022-08-26,12.88,Clifton,New Jersey,Miami Vue
2022-08-26,75.42,Cape May,New Jersey,Miami Vue
2022-08-26,57.12,Bayonne,New Jersey,Miami Vue
2022-08-26,145.97,Orono,Maine,Erbayne Middleton
2022-08-26,12.3,Lewiston,Maine,Erbayne Middleton
2022-08-26,20.36,Lewiston,Maine,Erbayne Middleton
2022-08-26,182.25,Hoboken,New Jersey,Miami Vue
2022-08-27,76.4,New Brunswick,New Jersey,Miami Vue
2022-08-27,281.43,Newark,New Jersey,Miami Vue
2022-08-27,27.52,Newark,New Jersey,Miami Vue
2022-08-27,2.4,Passaic,New Jersey,Miami Vue
2022-08-27,189.0,Trenton,New Jersey,Miami Vue
2022-08-27,67.85,Paterson,New Jersey,Miami Vue
2022-08-27,24.33,Trenton,New Jersey,Miami Vue
2022-08-27,326.28,Vineland,New Jersey,Miami Vue
2022-08-27,25.45,Morristown,New Jersey,Miami Vue
2022-08-27,379.4,Paterson,New Jersey,Miami Vue
2022-08-27,24.28,Jersey City,New Jersey,Miami Vue
2022-08-27,152.4,Kennebunkport,Maine,Erbayne Middleton
2022-08-27,715.0,Jersey City,New Jersey,Miami Vue
2022-08-27,24.28,Jersey City,New Jersey,Miami Vue
2022-08-27,2.4,Lewiston,Maine,Erbayne Middleton
2022-08-27,57.12,Lewiston,Maine,Erbayne Middleton
2022-08-27,74.28,Orono,Maine,Erbayne Middleton
2022-08-27,9.09,Kennebunkport,Maine,Erbayne Middleton
2022-08-27,136.12,Atlantic City,New Jersey,Miami Vue
2022-08-27,63.7,Cape May,New Jersey,Miami Vue
2022-08-27,280.28,Hoboken,New Jersey,Miami Vue
2022-08-27,1061.14,Jersey City,New Jersey,Miami Vue
2022-08-27,6.02,South Portland,Maine,Erbayne Middleton
2022-08-28,6.02,Vineland,New Jersey,Miami Vue
2022-08-28,26.52,Vineland,New Jersey,Miami Vue
2022-08-28,34.43,Vineland,New Jersey,Miami Vue
2022-08-28,26.52,Passaic,New Jersey,Miami Vue
2022-08-28,219.3,Newark,New Jersey,Miami Vue
2022-08-28,33.13,Newark,New Jersey,Miami Vue
2022-08-28,1292.0,Morristown,New Jersey,Miami Vue
2022-08-28,8.0,Montclair,New Jersey,Miami Vue
2022-08-28,12.12,Montclair,New Jersey,Miami Vue
2022-08-28,34.43,East Orange,New Jersey,Miami Vue
2022-08-28,737.52,Clifton,New Jersey,Miami Vue
2022-08-28,1763.7,Atlantic City,New Jersey,Miami Vue
2022-08-28,9.45,Lewiston,Maine,Erbayne Middleton
2022-08-28,622.32,Lewiston,Maine,Erbayne Middleton
2022-08-28,33.1,Bar Harbor,Maine,Erbayne Middleton
2022-08-28,13.13,Bar Harbor,Maine,Erbayne Middleton
2022-08-28,28.92,Hoboken,New Jersey,Miami Vue
2022-08-29,166.0,Hackensack,New Jersey,Miami Vue
2022-08-29,101.96,Jersey City,New Jersey,Miami Vue
2022-08-29,296.6,Montclair,New Jersey,Miami Vue
2022-08-29,827.45,Montclair,New Jersey,Miami Vue
2022-08-29,189.0,Montclair,New Jersey,Miami Vue
2022-08-29,55.0,Morristown,New Jersey,Miami Vue
2022-08-29,219.3,Trenton,New Jersey,Miami Vue
2022-08-29,1275.44,Newark,New Jersey,Miami Vue
2022-08-29,12.3,Newark,New Jersey,Miami Vue
2022-08-29,20.36,Trenton,New Jersey,Miami Vue
2022-08-29,23.44,Vineland,New Jersey,Miami Vue
2022-08-29,2.4,East Orange,New Jersey,Miami Vue
2022-08-29,379.4,Newark,New Jersey,Miami Vue
2022-08-29,10.1,East Orange,New Jersey,Miami Vue
2022-08-29,20.36,Hoboken,New Jersey,Miami Vue
2022-08-29,119.28,Cape May,New Jersey,Miami Vue
2022-08-29,44.0,Bangor,Maine,Erbayne Middleton
2022-08-29,47.61,Bar Harbor,Maine,Erbayne Middleton
2022-08-29,24.28,Lewiston,Maine,Erbayne Middleton
2022-08-29,241.4,Orono,Maine,Erbayne Middleton
2022-08-29,171.98,Orono,Maine,Erbayne Middleton
2022-08-29,195.3,South Portland,Maine,Erbayne Middleton
2022-08-29,1301.88,Lewiston,Maine,Erbayne Middleton
2022-08-29,26.4,Atlantic City,New Jersey,Miami Vue
2022-08-29,10.1,Atlantic City,New Jersey,Miami Vue
2022-08-29,17.7,Atlantic City,New Jersey,Miami Vue
2022-08-29,19.36,Cape May,New Jersey,Miami Vue
2022-08-29,39.75,Bayonne,New Jersey,Miami Vue
2022-08-29,57.7,South Portland,Maine,Erbayne Middleton
2022-08-30,2.4,Hackensack,New Jersey,Miami Vue
2022-08-30,12.15,Trenton,New Jersey,Miami Vue
2022-08-30,28.36,Passaic,New Jersey,Miami Vue
2022-08-30,12.12,Newark,New Jersey,Miami Vue
2022-08-30,40.55,New Brunswick,New Jersey,Miami Vue
2022-08-30,112.0,Morristown,New Jersey,Miami Vue
2022-08-30,241.4,Morristown,New Jersey,Miami Vue
2022-08-30,7.0,Montclair,New Jersey,Miami Vue
2022-08-30,2.4,Hoboken,New Jersey,Miami Vue
2022-08-30,26.52,East Orange,New Jersey,Miami Vue
2022-08-30,171.9,South Portland,Maine,Erbayne Middleton
2022-08-30,12.3,Cape May,New Jersey,Miami Vue
2022-08-30,367.08,Clifton,New Jersey,Miami Vue
2022-08-30,24.28,Bangor,Maine,Erbayne Middleton
2022-08-30,24.28,Bangor,Maine,Erbayne Middleton
2022-08-30,66.0,Bangor,Maine,Erbayne Middleton
2022-08-30,26.52,Bangor,Maine,Erbayne Middleton
2022-08-30,112.0,Orono,Maine,Erbayne Middleton
2022-08-30,15.35,Orono,Maine,Erbayne Middleton
2022-08-30,171.98,Atlantic City,New Jersey,Miami Vue
2022-08-30,1376.44,Kennebunkport,Maine,Erbayne Middleton
2022-08-31,40.55,Hoboken,New Jersey,Miami Vue
2022-08-31,28.69,Paterson,New Jersey,Miami Vue
2022-08-31,44.5,Passaic,New Jersey,Miami Vue
2022-08-31,116.2,Newark,New Jersey,Miami Vue
2022-08-31,183.48,Newark,New Jersey,Miami Vue
2022-08-31,9.09,New Brunswick,New Jersey,Miami Vue
2022-08-31,12.4,New Brunswick,New Jersey,Miami Vue
2022-08-31,57.12,Morristown,New Jersey,Miami Vue
2022-08-31,27.52,Hackensack,New Jersey,Miami Vue
2022-08-31,29.3,Hoboken,New Jersey,Miami Vue
2022-08-31,9.09,Clifton,New Jersey,Miami Vue
2022-08-31,12.12,Cape May,New Jersey,Miami Vue
2022-08-31,4.24,Cape May,New Jersey,Miami Vue
2022-08-31,2.4,Bayonne,New Jersey,Miami Vue
2022-08-31,14.0,Atlantic City,New Jersey,Miami Vue
2022-08-31,637.52,Orono,Maine,Erbayne Middleton
2022-08-31,1717.7,Lewiston,Maine,Erbayne Middleton
2022-08-31,76.86,Kennebunkport,Maine,Erbayne Middleton
2022-08-31,28.88,Kennebunkport,Maine,Erbayne Middleton
2022-08-31,24.28,East Orange,New Jersey,Miami Vue
2022-09-01,19.36,Jersey City,New Jersey,Miami Vue
2022-09-01,19.36,Jersey City,New Jersey,Miami Vue
2022-09-01,367.08,New Brunswick,New Jersey,Miami Vue
2022-09-01,48.96,New Brunswick,New Jersey,Miami Vue
2022-09-01,48.96,New Brunswick,New Jersey,Miami Vue
2022-09-01,191.95,Paterson,New Jersey,Miami Vue
2022-09-01,13.13,Newark,New Jersey,Miami Vue
2022-09-01,7.85,Newark,New Jersey,Miami Vue
2022-09-01,75.88,Passaic,New Jersey,Miami Vue
2022-09-01,131.07,Trenton,New Jersey,Miami Vue
2022-09-01,132.3,Trenton,New Jersey,Miami Vue
2022-09-01,17.7,Newark,New Jersey,Miami Vue
2022-09-01,214.32,Hoboken,New Jersey,Miami Vue
2022-09-01,111.6,Hoboken,New Jersey,Miami Vue
2022-09-01,9.09,Clifton,New Jersey,Miami Vue
2022-09-01,52.96,Hackensack,New Jersey,Miami Vue
2022-09-01,19.36,Bangor,Maine,Erbayne Middleton
2022-09-01,28.0,Bar Harbor,Maine,Erbayne Middleton
2022-09-01,187.25,Lewiston,Maine,Erbayne Middleton
2022-09-01,1161.14,South Portland,Maine,Erbayne Middleton
2022-09-01,20.36,Lewiston,Maine,Erbayne Middleton
2022-09-01,74.28,Atlantic City,New Jersey,Miami Vue
2022-09-01,798.8,Bayonne,New Jersey,Miami Vue
2022-09-01,9.45,Bayonne,New Jersey,Miami Vue
2022-09-01,24.28,Clifton,New Jersey,Miami Vue
2022-09-01,24.28,Clifton,New Jersey,Miami Vue
2022-09-01,837.28,South Portland,Maine,Erbayne Middleton
2022-09-02,178.8,Paterson,New Jersey,Miami Vue
2022-09-02,214.32,Passaic,New Jersey,Miami Vue
2022-09-02,1763.7,Paterson,New Jersey,Miami Vue
2022-09-02,44.4,Paterson,New Jersey,Miami Vue
2022-09-02,48.96,Trenton,New Jersey,Miami Vue
2022-09-02,96.28,Newark,New Jersey,Miami Vue
2022-09-02,134.56,Trenton,New Jersey,Miami Vue
2022-09-02,29.3,Trenton,New Jersey,Miami Vue
2022-09-02,43.3,Vineland,New Jersey,Miami Vue
2022-09-02,43.3,Vineland,New Jersey,Miami Vue
2022-09-02,201.8,Vineland,New Jersey,Miami Vue
2022-09-02,48.96,Trenton,New Jersey,Miami Vue
2022-09-02,837.28,Newark,New Jersey,Miami Vue
2022-09-02,165.5,Vineland,New Jersey,Miami Vue
2022-09-02,40.55,Montclair,New Jersey,Miami Vue
2022-09-02,28.92,Kennebunkport,Maine,Erbayne Middleton
2022-09-02,9.09,Lewiston,Maine,Erbayne Middleton
2022-09-02,50.96,Orono,Maine,Erbayne Middleton
2022-09-02,40.55,Orono,Maine,Erbayne Middleton
2022-09-02,837.28,Atlantic City,New Jersey,Miami Vue
2022-09-02,57.7,Bayonne,New Jersey,Miami Vue
2022-09-02,10.16,Morristown,New Jersey,Miami Vue
2022-09-02,1763.7,East Orange,New Jersey,Miami Vue
2022-09-02,171.98,East Orange,New Jersey,Miami Vue
2022-09-02,245.47,Hoboken,New Jersey,Miami Vue
2022-09-02,30.16,Jersey City,New Jersey,Miami Vue
2022-09-02,33.1,Jersey City,New Jersey,Miami Vue
2022-09-02,189.0,Bayonne,New Jersey,Miami Vue
2022-09-03,60.72,New Brunswick,New Jersey,Miami Vue
2022-09-03,32.11,Newark,New Jersey,Miami Vue
2022-09-03,74.28,Newark,New Jersey,Miami Vue
2022-09-03,52.96,Passaic,New Jersey,Miami Vue
2022-09-03,52.96,Passaic,New Jersey,Miami Vue
2022-09-03,24.0,Trenton,New Jersey,Miami Vue
2022-09-03,10.1,Trenton,New Jersey,Miami Vue
2022-09-03,683.36,Vineland,New Jersey,Miami Vue
2022-09-03,36.15,Vineland,New Jersey,Miami Vue
2022-09-03,6.02,Morristown,New Jersey,Miami Vue
2022-09-03,9.95,Passaic,New Jersey,Miami Vue
2022-09-03,226.79,Montclair,New Jersey,Miami Vue
2022-09-03,14.32,Montclair,New Jersey,Miami Vue
2022-09-03,122.21,Jersey City,New Jersey,Miami Vue
2022-09-03,179.39,Lewiston,Maine,Erbayne Middleton
2022-09-03,17.7,Lewiston,Maine,Erbayne Middleton
2022-09-03,798.8,Orono,Maine,Erbayne Middleton
2022-09-03,24.28,Bayonne,New Jersey,Miami Vue
